order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,delivery_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,delivery_hours,late_delivery
O00904,C0618,Passenger,2024-05-25 20:04:00,4,Airport,Airport,Low,95.34,App,0,DL00166,D091,V017,H04,2024-05-25 20:26:00,2024-05-26 10:51:28.099016,Failed,24.07,0.0,0.0,2.08,13.51,64,Airport,Consumer,2024-09-01 12:58:00,68.4,72.1,Phone,Active,14.42447194888889,0
O00905,C0622,Parcel,2025-09-04 02:44:00,6,EAST,Central,Medium,63.25,App,0,DL00572,D002,V048,H08,2025-09-04 03:45:00,2025-09-04 06:59:36.638257,OnTime,8.35,3.0,0.0,3.96,11.45,22,RiverSide,Consumer,2024-01-28 13:46:00,54.2,26.8,Phone,Dormant,3.2435106269444445,0
O00906,C0480,Passenger,2025-02-04 09:04:00,24,WEST,RiverSide,High,133.71,App,0,DL00026,D092,V055,H04,2025-02-04 11:16:00,2025-02-06 01:48:45.831712,Failed,14.27,2.0,0.0,2.23,10.04,26,NORTH,Enterprise,2025-03-02 00:55:00,67.6,49.6,App,Dormant,38.54606436444445,0
O00907,C0173,Business,2024-03-06 23:04:00,6,East,East,Medium,37.24,Phone,0,,,,,,,,,,,,,76,Riverside,Consumer,2024-01-19 12:21:00,78.5,49.1,App,Suspended,,0
O00908,C0167,Parcel,2025-07-02 00:04:00,6,AIRPORT,East,Low,142.89,App,1,DL00255,D154,V032,H06,2025-07-02 02:14:00,2025-07-02 12:52:13.920416,Delayed,28.05,3.0,0.0,3.35,18.76,72,Ctr,Consumer,2025-12-24 13:32:00,52.5,62.0,App,Active,10.637200115555556,0
O00909,C0324,Business,2025-01-05 02:09:00,12,north,EAST,High,117.13,App,0,DL00838,D117,V103,H03,2025-01-05 03:05:00,2025-01-06 10:48:03.226335,Failed,14.62,1.0,1.0,2.31,20.66,18,AIRPORT,SME,2025-04-05 13:08:00,67.3,44.6,App,Active,31.717562870833333,0
O00910,C0465,Business,2025-07-24 03:46:00,6,north,north,Medium,159.86,App,0,DL00366,D146,V095,H06,2025-07-24 04:05:00,2025-07-24 11:38:55.420285,OnTime,17.03,0.0,0.0,3.63,18.63,65,AIRPORT,Consumer,2025-09-05 23:41:00,82.4,63.5,App,Active,7.565394523611111,0
O00911,C0214,Retail,2025-05-20 20:32:00,4,Riverside,Central,High,24.34,App,0,DL00489,D130,V112,H02,2025-05-20 23:09:00,2025-05-21 00:26:05.202498,OnTime,12.53,1.0,0.0,3.28,16.53,34,Central,Consumer,2024-03-13 20:47:00,57.5,36.7,App,Active,1.2847784716666666,0
O00912,C0325,Business,2025-12-05 08:58:00,6,East,WEST,Low,39.19,Phone,1,,,,,,,,,,,,,37,SOUTH,Consumer,2025-07-14 06:15:00,49.4,34.4,App,Active,,0
O00913,C0091,Retail,2025-04-05 05:57:00,6,WEST,SOUTH,Low,14.48,Phone,0,DL00527,D108,V043,H07,2025-04-05 06:44:00,2025-04-05 11:51:23.882491,OnTime,20.7,1.0,0.0,4.58,16.49,40,AIRPORT,SME,2024-09-24 16:23:00,57.4,25.4,Phone,Active,5.123300691944444,0
O00914,C0258,Retail,2024-04-12 08:19:00,6,SOUTH,north,Medium,217.46,App,0,DL00455,D094,V098,H01,2024-04-12 08:41:00,2024-04-12 12:45:47.285486,OnTime,10.3,1.0,0.0,4.14,7.0,50,Riverside,Consumer,2024-03-17 08:15:00,71.4,63.1,Partner API,Active,4.079801523888889,0
O00915,C0499,Parcel,2025-02-08 13:44:00,24,SOUTH,Riverside,Critical,93.22,Web,0,,,,,,,,,,,,,40,Ctr,Consumer,2025-10-13 12:05:00,55.9,74.5,App,Active,,0
O00916,C0328,Passenger,2025-12-07 05:28:00,12,South,South,Medium,68.21,App,0,,,,,,,,,,,,,23,SOUTH,Consumer,2024-09-01 11:16:00,76.1,43.4,Phone,Suspended,,0
O00917,C0027,Retail,2024-04-07 14:21:00,6,Ctr,CENTRAL,Low,30.8,,0,DL00883,D101,V077,H02,2024-04-07 15:38:00,2024-04-08 07:05:34.617010,Delayed,11.42,0.0,1.0,2.31,14.58,53,WEST,SME,2024-09-06 02:36:00,66.0,60.7,Web,Dormant,15.459615836111112,0
O00918,C0147,Business,2024-11-26 06:01:00,1,Riverside,NORTH,Critical,50.49,App,1,DL00567,D142,V051,H03,2024-11-26 06:40:00,2024-11-26 07:20:28.068828,OnTime,10.47,0.0,0.0,4.8,11.4,28,north,Enterprise,2025-04-08 17:01:00,36.7,16.4,App,Active,0.6744635633333333,0
O00919,C0619,Retail,2025-02-01 07:06:00,4,RiverSide,north,Low,229.93,App,0,DL00040,D027,V036,H04,2025-02-01 08:38:00,2025-02-02 04:04:35.282288,Failed,9.53,1.0,0.0,1.68,11.11,48,NORTH,Consumer,2025-10-07 22:42:00,47.2,56.1,App,Active,19.44313396888889,0
O00920,C0242,Passenger,2024-08-01 11:42:00,12,RiverSide,EAST,Low,74.71,App,0,DL00079,D009,V102,H08,2024-08-01 12:06:00,2024-08-01 23:56:00.561663,OnTime,7.18,0.0,0.0,4.91,12.79,21,East,Consumer,2025-12-18 16:08:00,83.8,48.9,Web,Active,11.833489350833334,0
O00921,C0448,Retail,2024-12-09 08:39:00,4,East,Central,Medium,198.22,App,0,DL00057,D141,V077,H04,2024-12-09 10:53:00,2024-12-09 20:18:39.821307,Failed,10.91,0.0,0.0,1.22,6.59,42,South,Consumer,2024-09-08 16:33:00,69.3,62.1,App,Active,9.427728140833333,0
O00922,C0467,Retail,2024-01-11 06:04:00,12,WEST,CENTRAL,Low,41.3,Phone,0,,,,,,,,,,,,,49,West,Enterprise,2024-12-01 13:43:00,58.7,31.7,Web,Active,,0
O00923,C0334,Parcel,2024-04-01 05:50:00,1,WEST,West,Low,69.93,App,0,,,,,,,,,,,,,63,AIRPORT,Consumer,2024-03-04 15:17:00,,57.9,App,Dormant,,0
O00924,C0139,Retail,2025-11-06 21:37:00,24,WEST,Ctr,Low,44.93,API,1,DL00045,D157,V051,H08,2025-11-07 00:32:00,2025-11-07 21:03:01.572726,OnTime,10.61,1.0,0.0,5.0,14.13,60,Central,SME,2024-06-02 05:09:00,51.7,71.5,App,Active,20.517103535,0
O00925,C0530,Business,2024-11-15 21:16:00,12,South,AIRPORT,Low,162.25,Web,0,DL00334,D018,V093,H03,2024-11-15 22:49:00,2024-11-16 17:18:41.963453,Failed,17.65,0.0,1.0,3.01,12.27,28,West,SME,2025-05-31 12:41:00,55.9,35.1,Partner API,Active,18.494989848055557,0
O00926,C0322,Parcel,2024-07-03 01:09:00,12,East,EAST,Low,50.92,Phone,0,DL00643,D114,V047,H02,2024-07-03 02:35:00,2024-07-03 14:53:51.446255,OnTime,13.71,2.0,0.0,4.5,15.88,77,Ctr,Consumer,2025-05-24 17:14:00,79.2,60.9,App,Active,12.314290626388889,0
O00927,C0533,Medical,2025-05-07 03:53:00,6,north,West,Medium,76.32,App,0,DL00788,D108,V058,H05,2025-05-07 05:03:00,2025-05-08 00:15:39.140252,Failed,10.39,0.0,0.0,4.32,19.57,35,SOUTH,Consumer,2025-12-10 03:12:00,46.9,65.4,App,Active,19.21087229222222,0
O00928,C0231,Parcel,2024-02-28 12:16:00,24,South,AIRPORT,Medium,60.36,App,0,DL00652,D129,V028,H07,2024-02-28 14:26:00,2024-02-29 12:02:52.158985,OnTime,14.7,1.0,0.0,3.65,7.18,28,Central,SME,2025-02-13 18:02:00,69.4,18.9,App,Active,21.614488606944445,0
O00929,C0195,Parcel,2025-10-29 02:36:00,2,Central,RiverSide,Medium,117.07,Phone,0,,,,,,,,,,,,,41,SOUTH,Consumer,2024-09-25 01:11:00,38.3,71.9,Web,Active,,0
O00930,C0370,Retail,2025-08-20 07:03:00,4,Ctr,RiverSide,High,133.79,App,0,DL00333,D119,V063,H06,2025-08-20 08:58:00,2025-08-20 16:13:50.998376,Delayed,21.85,0.0,0.0,1.76,16.51,18,EAST,Enterprise,2024-08-21 21:27:00,64.6,35.6,App,Active,7.264166215555555,0
O00931,C0213,Parcel,2024-03-07 09:00:00,4,north,NORTH,High,70.8,App,0,DL00063,D154,V094,H03,2024-03-07 11:20:00,2024-03-07 15:02:37.855092,OnTime,15.95,0.0,0.0,5.0,14.6,53,East,Consumer,2024-02-25 04:00:00,94.2,53.3,App,Active,3.710515303333333,0
O00932,C0221,Parcel,2024-10-01 04:59:00,2,Airport,West,Medium,51.33,Phone,0,DL00167,D116,V069,H08,2024-10-01 07:37:00,2024-10-01 19:14:50.088103,Failed,19.44,0.0,0.0,2.56,13.3,53,EAST,Consumer,2024-10-02 14:00:00,50.2,48.4,App,Active,11.630580028611112,0
O00933,C0534,Passenger,2024-12-29 11:34:00,6,South,AIRPORT,High,96.98,Phone,1,DL00254,D053,V084,H05,2024-12-29 13:26:00,2024-12-29 18:18:06.932349,OnTime,11.34,1.0,0.0,4.09,12.33,58,WEST,Consumer,2024-05-14 15:18:00,61.2,33.4,App,Active,4.868592319166666,0
O00934,C0437,Business,2024-06-29 04:23:00,4,NORTH,East,Medium,80.26,App,0,DL00609,D062,V053,H01,2024-06-29 06:33:00,2024-06-29 22:14:24.213135,Failed,17.27,3.0,0.0,2.25,9.71,51,Airport,Consumer,2025-04-16 19:57:00,50.7,49.3,App,Active,15.690059204166666,0
O00935,C0404,Parcel,2024-09-14 11:23:00,12,East,EAST,High,132.13,Phone,1,DL00929,D033,V090,H05,2024-09-14 12:29:00,2024-09-15 02:01:45.028410,OnTime,15.41,0.0,0.0,4.51,15.11,25,East,Consumer,2025-04-02 06:20:00,,72.3,App,Active,13.545841225,0
O00936,C0498,Passenger,2024-06-19 16:42:00,4,Central,Airport,High,129.0,Web,0,,,,,,,,,,,,,73,West,Enterprise,2024-02-24 19:59:00,73.4,45.1,App,Active,,0
O00937,C0549,Parcel,2024-04-24 07:58:00,4,Riverside,SOUTH,High,31.56,App,0,DL00319,D153,V103,H04,2024-04-24 08:08:00,2024-04-25 03:22:25.571685,Failed,1.2,0.0,0.0,2.72,10.96,54,Airport,Consumer,2025-06-27 01:40:00,42.2,72.5,App,Active,19.24043657916667,0
O00938,C0567,Business,2024-06-18 09:48:00,6,Central,CENTRAL,Medium,151.14,Web,0,DL00001,D004,V056,H05,2024-06-18 10:57:00,2024-06-19 09:05:59.904311,Failed,17.26,1.0,0.0,3.07,12.05,74,East,Consumer,2024-02-18 04:31:00,79.7,64.9,App,Active,22.149973419722222,0
O00939,C0085,Medical,2025-01-24 00:14:00,12,South,SOUTH,Critical,91.71,App,1,DL00622,D036,V097,H04,2025-01-24 02:51:00,2025-01-24 11:54:04.114992,OnTime,12.19,1.0,0.0,5.0,10.0,76,AIRPORT,Consumer,2025-05-05 22:10:00,45.0,26.0,App,Active,9.051143053333334,0
O00940,C0575,Parcel,2025-10-26 06:56:00,6,WEST,West,High,99.21,Phone,0,DL00589,D141,V102,H01,2025-10-26 07:53:00,2025-10-26 22:11:25.201566,Delayed,21.39,1.0,0.0,1.93,16.86,25,Riverside,Consumer,2025-01-10 19:53:00,77.2,72.1,Web,Active,14.307000435,0
O00941,C0571,Passenger,2024-08-12 12:54:00,1,West,West,High,110.52,Web,0,DL00091,D116,V044,H04,2024-08-12 15:04:00,2024-08-12 14:48:31.759538,OnTime,14.47,0.0,0.0,5.0,10.57,33,South,Consumer,2024-11-07 03:33:00,44.1,36.5,Phone,Active,-0.2578445727777778,0
O00942,C0291,Passenger,2025-01-09 07:41:00,12,Ctr,RiverSide,High,101.75,App,0,DL00277,D104,V117,H04,2025-01-09 09:51:00,2025-01-09 19:32:27.546472,OnTime,7.7,2.0,0.0,4.03,12.17,43,North,Enterprise,2024-11-05 23:09:00,66.1,88.6,Web,Active,9.69098513111111,0
O00943,C0372,Passenger,2025-04-28 08:55:00,4,NORTH,West,Low,157.16,API,1,,,,,,,,,,,,,34,West,Consumer,2024-02-04 22:21:00,26.2,59.4,Phone,Active,,0
O00944,C0343,Passenger,2024-01-08 01:06:00,24,Ctr,North,Low,216.6,App,1,,,,,,,,,,,,,75,Central,Consumer,2025-04-29 18:31:00,58.3,71.3,Web,Active,,0
O00945,C0567,Retail,2025-11-10 12:53:00,6,North,north,Medium,155.97,App,0,DL00718,D067,V081,H01,2025-11-10 15:32:00,2025-11-11 06:12:24.070590,Delayed,9.2,0.0,0.0,2.3,15.84,74,East,Consumer,2024-02-18 04:31:00,79.7,64.9,App,Active,14.673352941666668,0
O00946,C0558,Parcel,2025-01-13 07:18:00,24,South,South,Medium,113.57,App,0,,,,,,,,,,,,,23,SOUTH,Consumer,2024-06-29 19:47:00,64.3,38.5,Phone,Active,,0
O00947,C0467,Passenger,2024-01-31 15:28:00,4,North,North,High,89.52,App,0,DL00478,D133,V109,H05,2024-01-31 17:32:00,2024-02-01 03:51:28.208192,Delayed,9.6,2.0,0.0,1.46,11.77,49,West,Enterprise,2024-12-01 13:43:00,58.7,31.7,Web,Active,10.324502275555554,0
O00948,C0626,Business,2025-05-14 03:07:00,6,NORTH,West,Low,60.77,App,0,DL00767,D096,V099,H02,2025-05-14 05:19:00,2025-05-14 14:53:57.043442,Delayed,5.39,2.0,0.0,3.98,3.62,45,SOUTH,Consumer,2025-08-01 05:09:00,61.6,6.0,Phone,Active,9.582512067222222,0
O00949,C0023,Medical,2025-04-15 17:45:00,24,WEST,WEST,Medium,71.3,Web,0,DL00332,D121,V088,H06,2025-04-15 19:23:00,2025-04-16 22:34:29.222918,Delayed,5.96,1.0,0.0,3.42,9.99,52,South,Consumer,2025-06-28 13:49:00,73.1,45.2,Web,Active,27.191450810555555,0
O00950,C0564,Passenger,2025-05-18 02:25:00,24,South,AIRPORT,Medium,82.99,Phone,0,,,,,,,,,,,,,64,EAST,Consumer,2024-08-14 04:18:00,48.6,72.0,Web,Active,,0
O00951,C0199,Passenger,2024-04-30 15:30:00,6,East,AIRPORT,Low,208.66,Phone,0,DL00728,D128,V093,H01,2024-04-30 16:16:00,2024-05-01 02:12:49.323509,Delayed,11.96,0.0,1.0,4.54,8.65,64,Central,Consumer,2025-05-27 21:11:00,73.4,28.6,Phone,Active,9.947034308055557,0
O00952,C0156,Passenger,2024-06-26 07:27:00,4,CENTRAL,Riverside,Medium,183.79,App,0,,,,,,,,,,,,,26,EAST,SME,2025-03-02 03:25:00,,32.3,Web,Active,,0
O00953,C0193,Parcel,2025-03-26 01:07:00,12,SOUTH,South,Medium,3.57,App,0,,,,,,,,,,,,,20,South,Consumer,2024-02-14 16:45:00,84.0,62.1,App,Active,,0
O00954,C0599,Passenger,2024-07-14 02:17:00,4,South,South,Critical,62.7,Web,0,DL00854,D099,V055,H04,2024-07-14 03:27:00,2024-07-14 08:39:46.310886,Delayed,7.05,0.0,1.0,3.2,11.41,40,North,Consumer,2025-05-04 22:34:00,81.4,44.4,App,Active,5.212864135,0
O00955,C0163,Passenger,2025-01-04 14:30:00,4,Central,WEST,Low,50.43,,0,DL00641,D092,V010,H01,2025-01-04 17:23:00,2025-01-05 10:38:24.537371,Failed,10.48,0.0,0.0,2.54,13.58,55,Riverside,SME,2024-09-16 04:29:00,56.2,58.2,App,Active,17.25681593638889,0
O00956,C0257,Medical,2024-09-01 10:35:00,4,West,SOUTH,Medium,53.1,App,0,,,,,,,,,,,,,34,West,Consumer,2025-04-30 08:51:00,55.0,93.1,App,Active,,0
O00957,C0385,Passenger,2024-02-28 02:32:00,1,north,north,Critical,12.91,App,0,DL00769,D038,V048,H03,2024-02-28 03:47:00,2024-02-28 03:42:47.058541,OnTime,10.69,0.0,0.0,3.73,8.08,25,EAST,Consumer,2024-08-06 00:38:00,66.2,44.4,App,Dormant,-0.07026151638888889,0
O00958,C0132,Passenger,2024-08-15 15:47:00,4,Airport,CENTRAL,Critical,33.24,Web,0,,,,,,,,,,,,,56,RiverSide,Consumer,2024-05-14 01:58:00,61.2,68.4,App,Active,,0
O00959,C0545,Medical,2024-08-09 18:39:00,12,Airport,SOUTH,Low,88.7,Phone,1,,,,,,,,,,,,,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,,0
O00960,C0554,Passenger,2025-01-20 03:03:00,1,Riverside,NORTH,Medium,86.06,App,0,DL00224,D034,V040,H07,2025-01-20 03:14:00,2025-01-20 03:27:00.000000,OnTime,11.88,0.0,0.0,3.79,14.2,37,East,Consumer,2025-01-15 08:24:00,59.5,46.8,App,Active,0.21666666666666667,0
O00961,C0307,Parcel,2025-03-18 16:03:00,4,Ctr,Airport,Medium,168.98,App,1,DL00096,D077,V110,H01,2025-03-18 16:23:00,,Delayed,1.2,0.0,0.0,3.24,2.61,77,West,Consumer,2024-01-30 20:25:00,60.6,8.4,App,Active,,0
O00962,C0113,Passenger,2024-09-02 16:10:00,4,SOUTH,Central,Low,108.48,,0,,,,,,,,,,,,,38,West,Consumer,2024-07-23 15:56:00,52.4,60.2,Web,Active,,0
O00963,C0528,Medical,2025-06-06 10:13:00,24,north,East,Medium,30.53,API,0,DL00891,D013,V077,H07,2025-06-06 13:03:00,2025-06-07 11:56:40.215906,OnTime,9.94,0.0,0.0,4.61,14.44,45,Central,Consumer,2024-03-25 23:20:00,51.6,92.8,App,Active,22.894504418333334,0
O00964,C0247,Retail,2024-04-13 02:30:00,2,CENTRAL,SOUTH,High,178.23,Phone,0,DL00208,D087,V018,H01,2024-04-13 03:27:00,2024-04-13 22:30:31.511760,Failed,21.73,0.0,1.0,3.09,13.36,31,EAST,Consumer,2024-02-01 01:08:00,58.9,30.3,Web,Active,19.058753266666663,0
O00965,C0384,Passenger,2024-09-28 14:59:00,6,EAST,North,Low,76.97,Web,0,DL00778,D143,V005,H08,2024-09-28 17:43:00,2024-09-29 14:06:23.080609,Failed,18.34,3.0,0.0,2.96,12.7,24,Riverside,Consumer,2024-05-29 12:03:00,67.4,53.4,Web,Active,20.38974461361111,0
O00966,C0568,Retail,2025-04-16 23:08:00,12,Ctr,CENTRAL,High,29.24,App,1,DL00399,D129,V107,H08,2025-04-17 00:14:00,2025-04-17 16:46:22.816860,Delayed,5.64,1.0,0.0,2.38,12.78,22,SOUTH,Consumer,2024-08-20 19:41:00,47.2,53.9,App,Active,16.53967135,0
O00967,C0343,Business,2024-03-17 14:40:00,6,North,WEST,Medium,50.8,App,0,DL00943,D087,V082,H01,2024-03-17 17:18:00,2024-03-17 22:14:16.038008,OnTime,5.06,2.0,0.0,4.57,8.9,75,Central,Consumer,2025-04-29 18:31:00,58.3,71.3,Web,Active,4.937788335555555,0
O00968,C0529,Business,2024-11-21 03:13:00,12,South,Central,Medium,76.41,App,0,DL00886,D050,V094,H02,2024-11-21 05:45:00,2024-11-21 17:49:42.646868,Delayed,1.2,2.0,0.0,3.45,10.2,41,Riverside,SME,2025-06-07 02:03:00,43.2,51.5,App,Active,12.07851301888889,0
O00969,C0372,Parcel,2024-10-14 21:50:00,2,NORTH,Riverside,High,36.75,Phone,0,DL00866,D096,V041,H02,2024-10-14 22:32:00,2024-10-14 23:02:29.771193,OnTime,5.1,0.0,0.0,5.0,15.22,34,West,Consumer,2024-02-04 22:21:00,26.2,59.4,Phone,Active,0.5082697758333333,0
O00970,C0099,Retail,2025-01-04 02:07:00,2,north,AIRPORT,Medium,29.04,Web,0,,,,,,,,,,,,,33,NORTH,Consumer,2025-05-19 11:46:00,51.3,59.8,Phone,Active,,0
O00971,C0405,Parcel,2025-12-21 15:30:00,6,CENTRAL,South,High,14.62,App,0,,,,,,,,,,,,,51,Riverside,Consumer,2025-01-07 23:57:00,69.9,87.4,App,Active,,0
O00972,C0396,Parcel,2024-09-20 05:32:00,24,East,South,Medium,95.82,Web,1,,,,,,,,,,,,,76,RiverSide,Consumer,2025-03-29 05:06:00,67.2,85.0,App,Active,,0
O00973,C0506,Parcel,2024-01-12 20:41:00,1,Airport,WEST,Low,81.56,App,0,DL00577,D108,V043,H05,2024-01-12 21:57:00,2024-01-12 22:09:43.637461,OnTime,21.03,1.0,0.0,3.86,12.99,19,Airport,Enterprise,2025-06-14 05:24:00,56.3,62.0,App,Active,0.21212151694444445,0
O00974,C0071,Retail,2025-06-11 00:41:00,4,EAST,RiverSide,Medium,74.02,App,0,DL00852,D013,V052,H03,2025-06-11 01:17:00,2025-06-11 03:21:30.595833,OnTime,15.52,1.0,0.0,4.65,18.68,59,AIRPORT,Consumer,2024-08-01 14:10:00,49.3,81.7,Phone,Active,2.0751655091666668,0
O00975,C0455,Retail,2025-04-26 21:47:00,4,Central,South,Medium,33.56,App,0,,,,,,,,,,,,,43,Airport,Consumer,2024-02-21 06:38:00,50.8,85.7,Phone,Active,,0
O00976,C0078,Medical,2024-02-02 17:41:00,24,CENTRAL,East,High,40.78,Phone,0,DL00750,D156,V109,H08,2024-02-02 19:55:00,2024-02-03 23:06:56.973662,Delayed,13.29,0.0,0.0,2.64,10.65,40,East,Consumer,2024-06-01 20:16:00,35.2,24.6,Phone,Active,27.199159350555558,0
O00977,C0235,Retail,2024-08-27 15:42:00,4,West,West,Medium,25.58,App,1,DL00250,D092,V067,H03,2024-08-27 17:43:00,2024-08-27 19:38:27.825277,OnTime,6.39,0.0,0.0,4.03,7.45,35,AIRPORT,Enterprise,2024-06-07 21:57:00,43.7,60.0,Phone,Active,1.9243959102777777,0
O00978,C0515,Parcel,2025-09-11 04:41:00,24,RiverSide,CENTRAL,High,124.25,App,0,DL00480,D119,V044,H07,2025-09-11 07:01:00,2025-09-12 01:49:05.346029,OnTime,24.44,0.0,0.0,4.53,8.9,38,Riverside,Consumer,2024-11-11 18:15:00,74.0,73.9,Phone,Active,18.801485008055554,0
O00979,C0257,Business,2025-01-08 04:24:00,12,north,WEST,Low,54.09,Phone,0,DL00238,D146,V077,H04,2025-01-08 05:27:00,2025-01-08 15:41:00.475033,OnTime,14.2,2.0,0.0,4.02,13.01,34,West,Consumer,2025-04-30 08:51:00,55.0,93.1,App,Active,10.233465286944446,0
O00980,C0545,Parcel,2024-11-25 23:02:00,4,West,Riverside,Medium,510.06,App,0,DL00625,D098,V022,H04,2024-11-25 23:32:00,2024-11-26 15:30:09.084958,Delayed,19.05,1.0,1.0,1.83,20.54,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active,15.969190266111111,0
O00981,C0597,Medical,2025-01-11 21:57:00,24,AIRPORT,Riverside,High,107.45,App,0,DL00893,D062,V023,H05,2025-01-11 23:09:00,2025-01-13 08:12:13.529331,Delayed,25.18,1.0,0.0,4.52,10.11,74,north,Consumer,2024-11-12 02:19:00,57.2,64.3,Phone,Active,33.0537581475,0
O00982,C0616,Parcel,2025-10-28 05:44:00,4,EAST,north,Critical,131.9,App,0,DL00946,D069,V058,H04,2025-10-28 08:18:00,2025-10-28 07:56:03.747535,OnTime,10.68,1.0,0.0,4.62,19.6,49,RiverSide,Consumer,2024-11-30 06:56:00,65.9,78.2,Phone,Active,-0.36562568472222223,0
O00983,C0538,Passenger,2024-08-20 00:38:00,4,CENTRAL,North,Medium,122.09,Web,0,DL00439,D117,V026,H07,2024-08-20 00:58:00,2024-08-20 12:12:47.434727,Delayed,13.81,1.0,1.0,3.68,19.27,28,Central,Enterprise,2024-09-15 05:20:00,84.5,44.3,App,Dormant,11.246509646388889,0
O00984,C0155,Parcel,2025-04-14 23:05:00,6,EAST,WEST,Medium,79.05,App,0,DL00518,D041,V024,H06,2025-04-15 00:21:00,2025-04-15 04:48:27.290762,OnTime,15.41,0.0,0.0,4.92,19.09,24,North,Consumer,2024-07-26 14:08:00,18.1,48.3,App,Active,4.457580767222223,0
O00985,C0461,Parcel,2025-04-05 06:54:00,6,North,WEST,Low,117.68,App,0,,,,,,,,,,,,,55,EAST,Consumer,2025-12-27 19:22:00,54.5,76.2,App,Active,,0
O00986,C0303,Parcel,2024-02-06 09:28:00,24,South,South,Medium,111.61,Phone,0,DL00684,D026,V027,H08,2024-02-06 11:40:00,2024-02-07 19:38:29.699653,Delayed,12.6,1.0,1.0,3.71,10.36,66,NORTH,Consumer,2025-10-12 04:15:00,76.7,70.4,Web,Active,31.974916570277777,0
O00987,C0612,Retail,2024-05-23 06:19:00,24,WEST,Ctr,High,115.17,App,0,DL00629,D057,V031,H08,2024-05-23 08:59:00,2024-05-24 06:48:42.857665,OnTime,14.0,1.0,0.0,3.96,7.1,53,CENTRAL,Consumer,2024-08-10 02:56:00,82.3,74.0,App,Active,21.82857157361111,0
O00988,C0330,Parcel,2024-11-17 18:12:00,6,CENTRAL,RiverSide,Low,43.93,App,0,DL00559,D131,V044,H05,2024-11-17 20:37:00,2024-11-18 16:31:21.183962,Failed,6.97,2.0,0.0,1.92,11.38,37,EAST,SME,2024-01-21 23:55:00,23.2,27.1,App,Active,19.905884433888886,0
O00989,C0351,Medical,2024-03-08 12:01:00,1,north,Central,Medium,89.8,API,0,DL00352,D133,V112,H05,2024-03-08 14:47:00,2024-03-09 06:10:35.262310,Failed,9.57,0.0,0.0,2.25,15.47,66,CENTRAL,Enterprise,2024-02-10 00:50:00,48.6,49.9,App,Active,15.393128419444444,0
O00990,C0053,Retail,2025-11-26 05:00:00,4,South,CENTRAL,High,199.17,Phone,0,,,,,,,,,,,,,22,CENTRAL,Consumer,2025-03-16 17:17:00,45.7,75.9,Phone,Active,,0
O00991,C0175,Business,2025-01-03 15:14:00,4,East,Ctr,High,61.06,App,0,DL00844,D168,V093,H03,2025-01-03 18:00:00,2025-01-03 17:49:34.887899,OnTime,10.66,1.0,0.0,4.63,20.41,37,CENTRAL,Consumer,2025-06-08 02:07:00,86.4,56.9,App,Active,-0.1736422502777778,0
O00992,C0438,Retail,2024-03-08 15:23:00,4,Ctr,South,High,54.25,Phone,0,DL00438,D083,V078,H04,2024-03-08 16:52:00,2024-03-09 09:52:27.867914,Failed,27.82,1.0,0.0,3.12,15.69,22,North,Consumer,2025-11-21 07:47:00,54.0,67.9,App,Active,17.00774108722222,0
O00993,C0440,Passenger,2025-06-07 23:31:00,24,EAST,north,High,51.85,Phone,1,DL00808,D055,V009,H04,2025-06-07 23:43:00,2025-06-08 22:37:54.973798,OnTime,10.76,1.0,0.0,4.77,9.73,48,East,Consumer,2024-05-04 09:18:00,63.8,100.0,App,Active,22.915270499444446,0
O00994,C0521,Retail,2025-11-19 06:39:00,1,SOUTH,SOUTH,High,40.11,API,0,,,,,,,,,,,,,47,Ctr,Consumer,2025-09-25 14:53:00,62.3,59.6,Phone,Active,,0
O00995,C0622,Passenger,2024-08-09 06:53:00,24,Central,West,Medium,202.67,Phone,0,DL00581,D139,V062,H01,2024-08-09 08:49:00,2024-08-10 09:03:16.605517,OnTime,12.14,4.0,0.0,3.48,16.92,22,RiverSide,Consumer,2024-01-28 13:46:00,54.2,26.8,Phone,Dormant,24.237945976944445,0
O00996,C0238,Passenger,2025-04-26 06:19:00,4,Central,EAST,High,52.53,App,1,DL00169,D037,V115,H07,2025-04-26 07:29:00,2025-04-26 07:46:10.119404,OnTime,10.5,2.0,0.0,4.08,10.38,56,WEST,Consumer,2024-06-02 09:46:00,65.0,18.7,App,Active,0.2861442788888889,0
O00997,C0560,Retail,2025-04-12 08:14:00,4,South,West,Critical,59.22,Web,0,,,,,,,,,,,,,29,north,SME,2025-06-12 08:19:00,59.0,56.2,Web,Active,,0
O00998,C0169,Parcel,2024-11-25 01:26:00,6,North,South,Medium,23.86,Phone,1,,,,,,,,,,,,,77,north,Consumer,2024-07-19 11:20:00,,69.6,App,Dormant,,0
